GEO/TIME;Costa Rica;Lithuania;Colombia;Greece;France;Sweden;Chile;New Zealand;Switzerland;Ireland;Austria;Italy;Portugal;Luxembourg;Germany (until 1990 former territory of the FRG);Poland;Czechia;Latvia;European Union - 27 countries (from 2020);Saudi Arabia;Euro area - 19 countries  (from 2015);China including Hong Kong;South Africa;Indonesia;India;Turkey;Israel;Belgium;Mexico;Slovakia;United States;Netherlands;Brazil;Finland;Slovenia;Canada;Hungary;Norway;Japan;Spain;Denmark;Estonia;United Kingdom;Iceland;Australia;South Korea;Romania;Bulgaria;Russia;Argentina
2005Q4;;7046,8;;58308,5;491149,3;868691,2;;;145511,4;42588,0;72367,9;422638,7;43929,0;8523,8;622036,0;320662,4;933021,7;5352,1;2521430,4;;2366656,7;;877304,9;;14497100;269942,04133265;;88599,9;3576631,0;13806,6;3828173;154810,2;229680,2;47373,0;8561,5;;7444282,7;645606,7;132659300;267919,5;465969,8;4040,4;401849,1;405687,9;366265;306820200;134977,1;17700,0;17930458,0;130563,8
2006Q1;;6315,1;;56923,7;486305,2;840294,5;;;140978,6;42467,6;68578,5;402461,1;43418,7;8254,2;607189,1;282773,0;874187,9;4322,5;2410446,3;;2295517,7;;858816,8;;15256400;232963,71213677;;83671,0;3526990,0;13053,8;3729338;152153,4;226230,5;44649,9;8169,6;;6461210,2;634921,9;129405100;255798,5;445659,3;3748,5;403750,2;406014,8;337279;286486300;96265,8;14132,9;15732316,0;133087,1
2006Q2;;6977,6;;59761,2;492778,1;872909,8;;;144450,8;42768,7;70892,7;420412,2;44567,0;8539,4;619805,5;297025,4;944077,8;5112,3;2518017,4;;2363270,2;;890003,2;;13765000;265088,95309549;;87062,3;3675126,0;14618,7;3836061;155254,3;233213,3;46782,5;8890,1;;7177213,7;611862,6;126297300;268189,9;473234,2;4143,4;389522,0;418391,3;350804;302612700;114747,9;15770,4;17213634,4;153519,1
2006Q3;;7570,5;;61860,5;479084,6;801321,3;;;146067,1;43175,2;72349,6;410610,7;44139,1;8243,7;632003,7;301972,2;959408,4;5313,7;2504014,6;;2341469,7;;914091,4;;14177500;283839,39584048;;84040,0;3608966,9;15410,7;3833693;150206,4;241316,2;46112,4;8898,1;;7402847,6;615431,2;128656800;261740,7;462073,4;4192,6;405241,4;437481,6;357411;305159900;140631,1;18441,3;18784969,7;140744,7
2006Q4;;7540,5;;62177,8;504164,5;909513,8;;;150895,4;43904,0;75064,8;430481,1;45085,9;9137,7;651381,3;333975,1;993660,0;6008,3;2679957,8;;2450368,4;;939667,3;;15871100;286558,47819307;;91209,4;3700224,3;15163,7;3916851;159914,4;240693,9;49357,3;9091,1;;7711752,0;668242,8;134620500;278948,9;481111,1;4430,7;409026,2;428269,7;376385;321680600;144910,7;19054,1;19522804,8;143198,5
2007Q1;;6934,8;;58035,2;497739,0;876883,0;;;146238,8;45871,6;71038,9;411854,3;44417,7;9106,2;631655,1;303295,7;926762,3;4969,7;2567361,9;;2372818,7;;914058,5;;16751500;252072,96450010;;86868,0;3598431,8;14281,2;3785119;157373,5;237982,4;46543,0;8823,9;;6561389,7;651162,9;132213000;264981,7;456072,5;4104,9;411728,9;427950,0;351626;300605500;102736,2;15072,3;17001893,4;144211,7
2007Q2;;7786,9;;63218,7;503959,7;902872,8;;;150288,8;45299,1;74056,2;428410,5;45342,1;9639,1;639252,9;314185,6;992686,4;5745,1;2672827,8;;2437463,8;;938671,2;;15253000;273641,70860538;;90550,3;3748334,8;15928,7;3896720;160280,3;248459,0;49450,2;9516,8;;7183992,5;627924,1;128519500;277812,6;467795,5;4527,9;400435,3;456238,9;368388;320445500;122729,0;17120,8;18697133,9;168655,1
2007Q3;;8505,0;;64451,0;492829,3;825068,0;;;152162,9;44175,8;74806,2;417176,6;45608,9;9097,8;650614,6;319345,7;1011633,6;5878,7;2660331,7;;2413846,4;;959477,4;;15473400;294166,38453306;;87274,2;3695824,6;17115,6;3926744;156515,2;255482,1;48529,1;9576,1;;7397438,4;636031,3;130503100;271126,7;465640,2;4474,1;414251,9;470971,3;372659;321816900;149364,0;19395,7;20320179,7;152606,4
2007Q4;;8332,0;;62899,0;515388,7;936975,5;;;156972,3;46111,1;77677,8;431266,7;46284,0;9798,7;663718,9;364768,5;1050327,9;6227,2;2838274,4;;2508780,3;;983486,9;;17545100;302456,87098994;;94012,2;3801234,7;17230,8;4015289;166652,9;256675,3;52284,2;9578,6;;7689843,3;691109,2;135445600;289136,3;489500,7;4660,0;419071,0;477897,7;391399;343590600;157466,8;20252,4;21316080,4;156469,2
2008Q1;;7425,1;;59082,4;504905,5;882854,9;;;151896,7;44612,9;73078,6;415106,6;45198,5;9961,0;644132,1;322467,2;961587,5;5168,9;2685772,0;;2415392,3;;949046,8;1475278000;18229900;270349,72851135;;88569,2;3640857,1;15599,3;3902770;162780,8;252636,0;47972,5;9313,6;;6682930,5;647527,5;132801800;271266,9;459527,3;3920,3;420800,2;458451,6;362067;318145900;113372,3;16226,3;18561951,1;154180,1
2008Q2;;8207,5;;62444,1;509424,0;925875,9;;;156539,3;43680,9;76277,1;427930,0;45755,9;10168,6;657933,5;330652,9;1035388,7;5687,6;2806068,2;;2476833,3;;982490,6;1536361900;16486000;279805,33204736;;92203,2;3846583,5;16967,6;3934652;165624,1;264201,7;50487,5;10119,4;;7373004,7;651788,1;128002200;283196,1;475648,6;4448,2;406030,0;468042,6;379688;334568800;136531,6;18309,4;20174458,8;177851,4
2008Q3;;8641,6;;64251,1;494145,1;826925,1;;;157725,6;43657,7;76033,2;414146,6;45921,0;9759,2;656957,6;329260,2;1052366,2;5507,8;2765898,4;;2427920,7;;990596,6;1605665900;16515600;297086,62828730;;87614,5;3744873,7;18162,0;3910393;160266,5;273316,8;49023,2;9889,1;;7538454,3;635409,4;129200900;273926,3;463644,5;4376,4;408878,6;472586,4;380874;334821000;165873,7;20736,8;21623120,0;161772,0
2008Q4;;8109,4;;61992,9;506564,3;890185,4;;;156190,2;41364,8;76536,0;415278,1;45357,2;10120,8;651032,8;373881,8;1039024,9;5716,4;2827545,9;;2452981,4;;994682,3;1545541200;17814300;284243,56990439;;91922,4;3781263,4;17426,3;3895147;166068,2;259314,9;50866,3;9489,3;;7528463,1;683917,8;130228200;284451,7;470567,6;4110,3;405191,0;474478,6;397496;337683600;166591,3;20962,5;21034277,5;153372,7
2009Q1;;6389,9;;54907,1;484925,6;834077,3;;;146971,7;41424,2;70295,8;383187,8;43250,3;9439,9;601055,2;327613,0;919507,7;4537,7;2547472,7;;2277815,8;;938575,0;1548190900;18272900;231038,40538777;;85487,5;3438037,2;14697,1;3703443;156574,6;246506,9;43722,5;8662,1;;6210003,6;654355,0;120830500;259015,6;439389,4;3446,9;395467,6;428427,4;368854;312308600;107458,1;15850,0;16853925,4;144638,3
2009Q2;;6916,3;;60033,0;489673,1;870025,1;;;150785,1;41553,5;71749,0;397874,6;44008,4;9670,2;605795,1;335856,0;977914,4;4800,9;2631226,5;;2329295,2;;957117,4;1600949400;17309300;260753,25474421;;88256,9;3503234,4;15944,9;3782545;157924,4;258381,4;45791,7;9119,0;;6787395,2;623383,9;119602000;270183,3;442426,0;3668,4;380489,8;427516,9;386700;330539300;127120,8;17924,4;17924747,4;157799,4
2009Q3;;7402,5;;61601,4;480024,6;786721,9;;;153545,4;41323,7;72963,0;396057,1;44638,3;9548,9;620920,8;338544,2;992540,9;4646,0;2631679,4;;2323766,7;;971559,4;1671853300;17664900;292421,26001568;;85877,0;3557985,4;17085,4;3823607;154134,5;270139,1;45238,6;9059,2;;6978158,9;625730,4;122180000;264170,5;439532,4;3528,2;395336,4;446411,3;387262;337801400;155574,5;20184,0;19759490,0;152630,0
2009Q4;;6869,7;;60573,1;502516,4;882002,2;;;158107,0;40175,0;75550,9;407019,6;44646,0;10391,7;633606,9;392661,8;1007995,5;4949,9;2777172,2;;2402953,9;;989320,4;1631616200;19277100;292699,06146621;;93406,1;3720741,4;16709,5;3926667;162095,6;273121,7;47581,2;9041,4;;7226505,5;669949,0;128002500;277593,9;456317,8;3745,9;402100,1;427617,6;406876;355075000;159883,6;19782,3;20489928,5;153805,2
2010Q1;;6326,0;;55319,7;491004,3;860291,9;;;152152,4;41371,9;70038,6;386492,2;43903,6;10146,4;616250,6;334603,7;926018,7;4053,7;2613180,4;;2305909,0;;961965,7;1642356300;20696300;247027,13756199;;87697,2;3592930,3;15738,4;3776480;156357,9;269207,9;44007,5;8566,2;;6199058,8;659587,2;126093000;258930,1;435450,2;3381,9;396591,4;399561,4;375617;335204800;104094,0;15321,7;17539759,2;152901,8
2010Q2;;7007,4;;56390,9;499653,8;920803,8;;;156236,0;41923,1;73077,3;407062,0;45033,8;10695,9;634652,4;349336,9;1007857,5;4529,3;2737866,8;;2387702,8;;988366,9;1709132000;19091100;281816,39068571;;91438,1;3749599,8;16978,9;3900640;160986,7;280389,6;47591,0;9287,3;;6840750,4;638664,9;123766900;271132,7;452574,4;3731,4;390753,5;415554,2;397490;356501100;123319,3;18451,7;18821023,4;183432,7
2010Q3;;7476,0;;56110,4;490766,7;840101,5;;;158359,8;42706,7;74827,0;402887,7;45503,9;10340,0;650056,9;356301,4;1016712,9;4597,7;2738353,0;;2378875,1;;1003787,5;1775109900;19374700;317818,12319746;;88248,5;3730363,2;18115,7;3945123;156738,2;288798,0;46292,0;9235,0;;7093699,7;616561,4;129010700;264961,8;453548,6;3723,3;405600,1;434337,1;397714;357293600;147819,1;20346,0;20515540,3;167141,6
2010Q4;;7224,4;;56303,0;513864,2;952383,8;;;162577,1;41361,4;77953,7;414837,5;45169,5;11220,4;663440,0;406601,5;1042280,9;4907,3;2890905,4;;2460697,3;;1019681,5;1737534900;21337900;321002,82755484;;95756,2;3874901,3;17659,2;4026748;165104,2;288660,5;50252,5;9275,4;;7363184,1;676665,4;131849400;277684,3;469352,3;3904,5;413082,0;431514,3;417818;377618500;153282,0;20758,3;21530827,7;167047,5
2011Q1;;6705,4;;49088,2;506128,6;909922,9;;;156309,4;42073,7;73152,3;395161,3;43875,4;10893,7;655633,2;350145,8;955863,3;4009,5;2740542,0;;2377813,7;;994363,7;1748731200;22833400;276181,12237091;;89754,5;3725683,5;16136,7;3871183;160682,9;283193,6;46399,2;8884,9;;6374644,9;657838,4;127436700;259325,8;446866,9;3627,5;405112,0;412865,7;383488;353395600;105460,5;15624,2;18440083,5;165581,4
2011Q2;;7383,9;;51426,3;511746,5;949741,9;;;160524,1;42752,2;75469,5;413548,7;44542,6;11055,6;658630,5;366098,9;1029867,3;4648,5;2839110,5;;2434102,5;;1019292,2;1816268200;21028600;314348,67141696;;92988,7;3853261,7;17477,0;3957950;164343,6;293569,3;48547,0;9342,2;;6940684,5;632595,4;122699700;269742,8;462857,2;4019,9;396880,6;419185,4;406934;370111500;124775,9;19165,0;19714798,4;191583,2
2011Q3;;8002,8;;51879,4;500494,3;871935,3;;;160204,5;42956,9;76845,3;405145,9;44578,8;10764,0;673965,3;374714,9;1028154,8;4824,4;2818891,0;;2417165,7;;1033942,7;1881849700;20428700;354737,04725969;;89575,1;3881503,7;18497,4;3983907;158903,3;299013,8;47616,9;9258,1;;7182261,9;642029,8;128608300;263206,1;452705,9;4074,1;405756,4;444066,5;409677;368304300;153808,7;20900,0;20978424,1;177854,3
2011Q4;;7634,7;;48983,1;520668,4;956169,2;;;164373,0;41368,6;79078,1;408819,1;43567,5;11610,1;676544,3;424719,3;1049273,5;5069,5;2925372,2;;2465048,4;;1052115,1;1840786200;22251400;353177,35056900;;96975,0;4034884,7;18187,5;4078494;165162,4;296073,3;50372,2;9191,9;;7510583,8;684448,7;132096900;271698,4;472703,6;4090,2;418766,2;435876,3;431706;387387000;154645,5;20761,8;22617264,0;175762,6
2012Q1;;6957,7;;44944,2;511169,7;917508,3;;;158620,0;41690,5;74581,7;386331,3;42347,5;11224,9;665391,8;361132,3;958807,6;4450,0;2765898,3;;2373639,0;;1018376,5;1855580200;23654600;294797,98970764;;90689,7;3904938,2;16496,7;3986349;158856,6;288028,3;46536,8;8819,9;;6368125,3;681053,8;131275000;253453,2;449350,7;3778,6;409236,4;424230,9;401825;361724200;107728,8;15964,8;19492308,1;168171,5
2012Q2;;7527,1;;47129,0;511646,0;948181,6;;;161477,7;42497,6;76024,0;398647,3;42598,8;11377,2;661418,6;372556,5;1016554,2;4956,4;2838988,6;;2407003,5;;1048866,2;1929018700;22052200;330193,22249282;;93846,8;4006866,4;17788,6;4046533;163427,7;296465,3;47832,2;9034,4;;6859129,1;661486,3;126141100;260962,2;461152,1;4151,0;401054,5;417394,8;425657;379044200;129377,8;19114,5;20672447,0;182709,6
2012Q3;;8417,7;;48022,2;501386,0;857612,2;;;162678,7;42876,5;76785,9;392242,2;42643,3;11338,1;673477,4;378757,1;1015810,6;5111,5;2837646,7;;2389829,7;;1057278,0;1993632300;21959500;367666,07583089;;90209,1;3988202,8;18769,9;4083025;156973,3;306445,5;46683,3;9040,6;;7100489,0;648202,8;128441300;255500,2;456720,5;4169,6;413261,8;450938,1;424626;376867900;154503,0;21041,3;21711575,0;175865,4
2012Q4;;7967,1;;47010,6;521225,8;942772,4;;;166441,9;41998,3;79225,9;397082,9;41811,0;12586,0;675847,3;423314,3;1040090,5;5339,5;2949310,1;;2438880,0;;1073431,6;1948852200;23447700;367962,80829377;;97277,1;4159716,3;18198,2;4138064;163141,4;303424,2;49187,6;8814,1;;7328158,9;696907,4;132006900;262570,8;472067,1;4223,0;426228,1;437639,5;443463;397100300;157974,9;20907,6;23163953,4;176739,5
2013Q1;;7195,4;;42459,5;508460,8;916280,8;;;159477,7;41036,4;74318,8;374058,1;40841,7;11696,3;655145,3;359576,1;939437,9;4482,3;2767379,7;;2331658,5;;1038973,3;1958395500;24670800;319621,19538206;;90549,3;3929946,7;16535,3;4017571;156095,1;295865,9;45026,0;8422,7;;6313511,2;661703,3;131333400;245833,8;448383,7;3914,7;413857,6;435133,1;410632;370014000;110173,7;15679,2;19712530,6;169271,4
2013Q2;;7832,0;;45550,6;515597,4;957206,3;;;164903,1;42283,4;75996,4;389462,8;42144,7;12260,2;666855,5;376702,8;1010837,5;5056,3;2879176,7;;2401756,0;;1073796,9;2036816600;23474000;362349,57961101;;94319,9;4090465,9;17862,9;4104203;162542,2;308388,7;47652,7;8944,8;;6949482,8;677296,5;128463000;257570,1;467614,4;4212,7;415429,5;447000,6;433539;390130200;131928,4;18735,3;21028103,8;194121,7
2013Q3;;8681,5;;47429,1;506143,1;868893,7;;;166069,9;44772,1;76962,0;388413,3;42441,6;11980,5;681423,6;384091,2;1025484,6;5253,9;2878366,0;;2399636,8;;1083914,1;2103598100;23570800;400438,05307689;;90684,1;4046527,2;18898,6;4170710;157446,4;314900,2;46811,9;8931,0;;7301107,2;668327,9;132356400;253185,8;462067,3;4198,9;420116,7;470145,3;433518;390031200;161674,6;21023,1;22039092,5;180364,7
2013Q4;;8256,4;;46959,2;527014,7;967238,0;;;170594,2;43113,1;79418,3;393382,6;42409,6;13157,5;684281,5;432678,8;1053652,4;5464,1;2995236,7;;2453904,2;;1105606,8;2057687600;24980000;393671,00000469;;98177,9;4210247,2;18423,1;4260864;165499,4;311097,0;49033,0;9043,0;;7591366,6;708114,8;136095300;261075,6;478391,8;4234,0;436443,2;456691,2;454684;412498200;166457,1;21158,9;23753372,5;176649,3
2014Q1;;7538,6;;42653,4;514789,7;933002,3;;;163534,8;44545,8;74761,0;374575,4;41211,0;12413,0;676265,5;370900,9;958267,7;4593,8;2837363,6;;2370953,3;;1058056,7;2058584900;25989000;347024,38632176;;91887,1;4040517,4;16968,9;4079517;158103,6;306130,2;44926,8;8635,9;;6591174,3;685310,2;135165700;247796,3;456422,7;3923,2;426906,4;428383,1;422768;383939700;115352,1;15673,0;19703122,1;167766,5
2014Q2;;8164,1;;45671,6;518737,2;980284,8;;;168837,6;45937,4;76834,9;388755,0;42500,6;12623,1;676265,5;388855,5;1034529,6;5161,0;2932757,4;;2425157,1;;1088318,1;2137385600;25357500;372454,33142354;;95554,5;4185861,6;18338,8;4194264;164887,2;307046,1;47328,3;9215,5;;7275711,3;677962,7;128336900;259620,1;469895,1;4308,2;428952,6;453052,0;445172;403578900;135110,5;18958,7;21144808,3;190144,2
2014Q3;;8944,4;;48064,7;511661,5;894894,6;;;169769,4;48323,3;77390,5;388985,1;42864,7;12751,7;693830,9;396292,1;1057804,0;5358,8;2943882,7;;2432120,8;;1095636,0;2207343600;25622400;414142,87541169;;92153,9;4162474,1;19402,5;4287261;159250,3;312888,7;46642,2;9245,5;;7589846,5;680436,9;130920500;257469,7;471447,9;4318,0;432581,9;489325,7;444635;401978700;168195,6;21118,7;22348664,2;172719,9
2014Q4;;8448,9;;46876,5;531697,4;1000030,9;;;175077,8;47316,7;79737,3;392931,1;42590,8;14003,5;700940,6;449471,1;1069960,4;5527,9;3069870,6;;2491967,1;;1121107,4;2161552500;26459500;415372,37355616;;100035,3;4352196,9;18963,6;4371009;168478,8;310386,8;48938,3;9222,9;;7887946,2;725213,9;135389600;266862,7;488754,9;4509,5;445667,2;468730,5;463522;423220200;172204,6;21586,5;23973619,7;171675,4
2015Q1;;7647,2;;42768,5;521455,8;966774,8;;;166308,8;57495,6;75574,2;375029,4;41841,1;13200,1;683026,8;386250,3;1008450,9;4730,8;2925270,0;;2413379,9;;1083840,9;2158040000;27837300;359319,43090202;;93681,3;4177554,1;17751,5;4212523;161105,2;301174,2;44725,8;8806,4;;6892757,8;697350,7;135544600;255648,3;468016,2;3961,5;434189,5;447791,7;432508;393340900;119387,0;16233,6;19401740,8;168187,5
2015Q2;;8307,7;;45943,4;525024,5;1023734,7;;;171490,0;55654,5;77171,2;390943,7;43298,3;13482,2;686581,7;403120,9;1094283,5;5373,7;3040988,5;;2473612,3;;1099417,3;2238704400;27282800;399171,84967807;;97945,5;4315304,8;19263,7;4343294;168328,2;298633,1;47747,4;9395,7;;7525947,7;695509,2;131364400;269765,7;486222,5;4448,8;437151,0;485676,2;453624;411511300;138438,2;19500,7;20490951,6;197809,0
2015Q3;;9145,9;;47023,7;515955,8;935392,9;;;172725,5;60309,2;78364,1;391798,8;43745,9;13131,7;704356,1;412090,1;1113275,8;5600,8;3053273,6;;2481276,9;;1107571,9;2312843500;27680900;437845,76986408;;93879,3;4332912,4;20413,2;4389955;163163,8;299550,6;46776,2;9456,1;;7821680,7;700514,4;133745700;268122,3;479731,7;4434,5;445148,8;504874,1;455785;415415800;173128,0;21892,1;21967999,0;179570,3
2015Q4;;8665,3;;47171,1;537564,5;1053271,5;;;177922,1;59522,7;80746,2;399500,6;43313,4;14328,4;714184,4;472072,7;1126583,2;5738,2;3195091,8;;2549809,5;;1129962,4;2272929200;28363900;446905,25285485;;101874,2;4466586,8;20088,0;4444522;170865,6;293252,2;49607,5;9464,3;;8191001,8;730018,8;137426600;277781,8;496743,6;4530,2;458597,1;482761,4;474794;437752400;177380,8;22361,7;23589899,3;175920,4
2016Q1;;7820,7;;42197,5;527794,4;991015,6;;;170289,1;56810,7;77133,1;380505,9;42516,4;13381,7;697804,0;398338,4;1039152,6;4881,4;3010556,0;;2458449,0;;1083940,6;2264721000;30367400;377081,94574984;;94888,9;4291584,2;18220,3;4288310;164549,4;285693,3;46071,3;9045,4;;6971662,9;701158,0;136872700;264991,6;476171,4;4205,5;444885,6;462779,2;443930;404413100;124356,2;16768,9;19361687,2;169413,0
2016Q2;;8450,8;;45449,5;533398,7;1055120,0;;;175382,5;56242,4;78723,9;396963,3;43947,4;13747,8;711117,4;417175,5;1130639,1;5517,9;3141650,7;;2532257,4;;1113437,0;2355445000;29650900;419142,31810576;;99210,8;4445271,2;19738,6;4407286;172240,6;289016,7;48979,4;9742,7;;7760564,4;713279,5;131993700;278804,8;504419,4;4503,3;448719,9;500368,3;468973;426490200;146605,1;20203,3;20556723,3;190175,8
2016Q3;;9338,8;;47761,6;518772,0;943541,8;;;175985,8;59359,0;79442,4;396659,8;44659,5;13922,4;717460,4;421646,5;1132867,0;5663,3;3125667,6;;2519864,5;;1117489,1;2429260600;30357600;434915,86959209;;94954,9;4406412,0;20644,5;4449603;166632,0;292199,6;48223,6;9736,3;;8016119,7;691792,9;134426500;276278,6;496163,2;4516,5;448670,4;550880,0;464973;427009600;180292,2;22342,4;21980855,0;173595,6
2016Q4;;9006,3;;46607,1;543041,3;1071888,7;;;180868,9;65327,9;82760,5;403285,1;44552,9;15156,1;723942,9;488952,0;1150118,6;5888,6;3274625,6;;2592367,2;;1135304,2;2385186800;30796200;466708,49466489;;103233,3;4603971,9;20410,4;4535075;174582,0;286631,6;50892,2;9782,9;;8350085,0;747416,7;138844600;283718,0;516630,0;4698,0;463384,2;528176,2;488011;448967400;185658,5;23105,1;23716818,3;173293,4
2017Q1;;8192,2;;42438,1;537432,2;1019914,2;;;173633,5;60206,7;79053,3;389416,4;44033,9;13831,4;722897,3;418580,9;1086015,0;5032,7;3130776,0;;2527369,6;;1091113,5;2378146400;32277300;397032,75764224;;96922,9;4439401,9;18586,9;4339869;169803,3;286522,9;47681,3;9485,0;;7297546,0;735753,6;138197700;271628,8;495363,7;4390,9;453949,9;488145,5;453491;417044300;131961,8;17234,2;19615838,6;170361,2
2017Q2;;8833,4;;45973,2;541873,3;1073440,4;;;177550,8;60703,7;80447,2;402736,5;45491,8;14430,1;720666,8;435699,0;1184201,2;5688,2;3251563,5;;2584333,5;;1125688,3;2473512900;31463400;441364,74661109;;100849,7;4521243,3;20379,6;4512677;177453,5;291312,9;50534,0;10120,1;;8043519,4;711231,0;133901800;287957,2;519114,5;4817,7;455790,2;526770,5;479332;438223500;156349,8;20762,1;21038528,1;194600,4
2017Q3;;9696,0;;49236,7;532595,9;972455,0;;;178429,7;67792,2;81293,8;401614,6;46246,6;14217,3;736768,4;444268,9;1195371,8;5886,2;3264808,7;;2589530,9;;1132522,3;2552296900;31972000;486192,70113718;;95982,1;4475190,1;21252,9;4559849;171356,9;296991,9;49637,9;10151,6;;8353563,6;713304,5;137187500;284456,7;506385,0;4710,5;459241,5;574007,3;479940;443646300;196749,4;23052,4;22560998,1;180280,1
2017Q4;;9377,3;;46355,6;559751,9;1100054,7;;;184046,2;70291,3;84449,2;409955,8;46063,7;15689,9;746387,5;510946,5;1217341,2;6071,4;3428897,6;;2665997,8;;1152377,6;2508971900;32849900;500630,98329290;;104886,2;4686425,9;21149,1;4666689;179126,8;293973,3;52512,0;10395,3;;8731257,4;759654,2;141933000;292573,2;528769,1;5042,3;468102,6;538949,8;498043;461897300;198617,0;23647,5;23963905,4;181148,2
2018Q1;;8513,2;;43168,1;548861,1;1043310,1;;;178961,7;68035,9;81350,2;393992,2;45289,8;14320,8;733074,1;440642,3;1131351,7;5130,8;3252324,5;;2582103,5;;1104825,0;2498697500;35160600;426727,17464608;;98362,9;4504565,2;19247,1;4499676;174237,8;291881,8;48811,4;9890,6;;7663170,1;732106,5;140192500;278466,8;503126,7;4571,0;458932,4;520560,4;466913;429080800;137487,1;17702,0;20118490,2;176831,1
2018Q2;;9223,2;;46855,6;551504,4;1105791,5;;;184605,9;68617,4;82485,5;406805,6;46971,6;14887,9;736489,6;460163,1;1221166,1;5950,7;3371053,5;;2643401,2;;1134812,7;2603852600;33823000;467128,76399514;;102556,5;4667348,8;21211,3;4646954;182289,1;295940,0;51296,9;10522,5;;8475370,7;731689,1;135621700;294878,7;528930,4;4961,2;458259,3;559392,8;495052;451461500;164983,2;21303,3;21612600,3;186857,1
2018Q3;;10030,6;;49896,0;542261,7;978885,8;;;183138,7;73304,9;82896,1;403535,1;47477,3;14899,6;739974,7;471229,7;1227828,3;6141,8;3365710,2;;2627250,4;;1156037,3;2684332200;34036400;498333,26176526;;97900,0;4601464,1;22175,2;4689736;175141,2;303107,2;49955,0;10661,9;;8814913,2;719303,0;136985700;289426,6;517699,6;4925,1;465773,3;588722,6;492758;454288400;205071,4;23724,9;23155326,3;174025,4
2018Q4;;9773,5;;47153,8;569528,9;1119112,0;;;187770,7;72423,4;86648,0;414236,9;47278,4;16254,0;748966,5;534334,8;1252373,9;6359,9;3542451,1;;2704500,5;;1172994,7;2638969600;34897600;487421,48552974;;107171,2;4746665,9;21822,4;4770421;182544,2;298719,6;52589,7;10852,7;;9210297,6;769515,2;141639700;299858,5;540653,7;5288,0;477130,4;563224,7;510064;477174800;206727,6;24239,8;24740189,5;169663,9
2019Q1;;8933,3;;43183,5;558547,2;1069421,7;;;180806,7;71156,4;83244,9;396057,8;46690,2;14559,4;744366,1;465280,6;1166180,7;5328,6;3370135,1;;2627760,2;;1109671,2;2625180500;37172100;416223,53823852;;100352,3;4561003,8;20018,5;4584716;177499,6;294929,8;49016,0;10298,7;;8045448,4;745031,0;140013300;286358,6;516752,1;4748,3;463667,3;522485,0;476442;437342800;144532,6;18604,4;20371665,0;166422,6
2019Q2;;9643,4;;47740,7;564638,5;1119575,2;;;185693,8;71333,5;83697,2;409600,6;48220,2;15632,7;737395,7;483049,4;1254490,1;6078,5;3487028,4;;2680574,9;;1143795,1;2735414100;35489600;459806,33060120;;104647,3;4617277,2;21762,4;4750325;185885,3;299767,6;51787,4;10840,7;;8852010,9;722528,5;135717700;300755,3;539499,4;5091,9;462493,1;573550,0;501678;461949400;172321,9;22226,5;21871243,7;187941,3
2019Q3;;10480,0;;51769,2;555144,6;1007587,9;;;185862,5;77688,9;84325,4;407856,0;48733,5;15517,4;753357,9;493838,9;1274498,2;6334,5;3503028,3;;2681917,8;;1154986,0;2818812700;35462200;503401,15401764;;100183,2;4593567,5;22560,1;4796775;178753,0;306442,4;50925,3;11021,2;;9231433,6;724837,5;138090800;295102,4;528753,2;5212,7;470034,9;598585,2;502276;463956200;211321,7;24537,6;23760155,2;170977,9
2019Q4;;10200,9;;47754,1;574595,1;1134870,2;;;191008,5;76087,6;87083,6;413152,4;48390,6;16994,6;754473,1;554657,6;1283957,2;6427,5;3656977,0;;2733407,8;;1165382,5;2769748100;35997000;516900,40081784;;109381,0;4713765,4;22315,4;4900857;186041,9;303031,7;53398,3;11130,1;;9590696,5;782237,7;139285100;304658,4;549610,8;5501,3;489398,5;591353,3;522602;489418000;215924,9;25113,0;25445635,7;167704,6
2020Q1;;9191,0;;42480,9;529278,3;1069432,9;;;180718,1;75756,3;80410,6;370972,8;45505,4;15310,1;733074,1;475270,8;1154314,4;5207,2;3351165,6;;2550077,8;;1115081,3;2703033000;38210800;434340,42716988;;99015,5;4515612,3;19384,4;4615632;177201,7;294560,1;49029,4;10165,6;;8223731,7;755823,6;137531800;274895,7;518265,3;4740,0;452117,4;516342,8;484244;443718700;148221,0;18540,4;20651935,4;158117,3
2020Q2;;9209,8;;39951,1;459039,0;1030664,7;;;173312,6;72314,9;72395,4;333629,3;39509,9;15067,5;653820,9;445295,2;1119159,6;5525,1;3071919,7;;2286911,4;;951962,3;2589789100;27036000;411966,84805155;;90817,1;3753282,5;19467,3;4302010;168697,1;267589,8;48153,9;9645,4;;7719817,6;696179,5;121970900;236132,6;503940,9;4722,1;362002,6;510357,0;471743;449744800;155370,5;20074,3;20163790,4;152205,9
2020Q3;;10577,7;;46463,6;534275,9;987292,8;;;183346,2;86081,0;80656,6;385915,7;45534,1;15928,5;726312,8;485231,3;1201541,1;6173,1;3406927,5;;2574296,9;;1088272,2;2720491900;33109300;535284,58930863;;96547,3;4201265,7;22106,0;4660359;174058,8;295084,3;49819,2;10865,0;;8854006,0;722353,2;130626700;269560,9;521322,8;5064,5;425043,5;538913,2;483009;459303800;199836,7;23819,7;22938537,8;153604,1
