GEO/TIME;Costa Rica;Lithuania;Colombia;Greece;France;Sweden;Chile;New Zealand;Switzerland;Ireland;Austria;Italy;Portugal;Luxembourg;Germany (until 1990 former territory of the FRG);Poland;Czechia;Latvia;European Union - 27 countries (from 2020);Saudi Arabia;Euro area - 19 countries  (from 2015);China including Hong Kong;South Africa;Indonesia;India;Turkey;Israel;Belgium;Mexico;Slovakia;United States;Netherlands;Brazil;Finland;Slovenia;Canada;Hungary;Norway;Japan;Spain;Denmark;Estonia;United Kingdom;Iceland;Australia;South Korea;Romania;Bulgaria;Russia;Argentina;;;European Union - 28 countries (2013-2020);Croatia;Cyprus;Malta;Montenegro;North Macedonia;Albania;Serbia;Belarus;Bosnia and Herzegovina;Kosovo (under United Nations Security Council Resolution 1244/99);Moldova;Ukraine;Kenya;Mauritius;Rwanda;Seychelles;Algeria;Egypt;Morocco;Botswana;Namibia;Cabo Verde;Nigeria;Dominican Republic;Jamaica;El Salvador;Guatemala;Honduras;Nicaragua;Bolivia;Ecuador;Paraguay;Peru;Uruguay;Kyrgyzstan;Hong Kong;Macao;Mongolia;;Sri Lanka;Brunei Darussalam;Cambodia;Malaysia;Philippines;Singapore;Thailand;Armenia;Azerbaijan;Georgia;Palestine;;Samoa
2004Q4;2245298;5035.6; ;50417.3;439675;741872;16557149;40801;129958.1;40533.5;63961.1;393441.4;39904.8;7381.2;581520;263900.2;835200;3011.7;2415687.8; ;2134632.5;4673980;433225; ;8425920;162945.4;152670;78320;2310071;12397.4;3190521;137129;525920;42579;7265.6;345402;5651568;478246;138826700;228041;396972;2576.4;337486;252736.1;239620;240142800;77036;11515;5312360;125826;;;2901163.3;63076.7;3 619,00;1253.9; ;84359.7; ;455895.1;1388.9;4496.6; ;10206.1;100 120,00; ;50244.9; ; ; ;125 600,00;125643.6;11233.2; ; ; ; ;162949.3;3609.3; ; ; ;17613.7;9493.3;15498783.3;58564.4; ;27292.9;352 181,00;24 126,00; ;; ; ;5687339.4;124 348,00;1494213.2;51844.4;1 856 947,00;621423.5;2402.2;2796.6; ;; 
2005Q1;2260351;4385.7;78242786;45727;434688;696971;16410457;39107;125580.1;41127.3;59436.9;349004.5;37359.4;6963.6;550540;230098.9;756336;2879.6;2278185.6;279777;2021346.2;4045330;430827; ;8738350;142588.3;152703;74301;2265287;11442.6;3111329;133745;499710;38821;6533.5;334172;4885542;465931;129961400;219751;372664.3;2532.4;341932;248984.4;224198;224035800;54939.6;9663.5;4788960;127676;;;2 771 152,00;61128.5;3509.7;1162.7; ;63787.4; ;385430.4;1310.7;3597.6; ;6482.3;88 104,00; ;43468.6; ; ; ;137 900,00;128578.2;12342.9; ; ; ; ;172637.7;3348.4; ; ; ;18314.4;9858.2;15196619.4;56968.9; ;16991.9;327 783,00;21 194,00;493827.1;; ; ;5991437.1;126 538,00;1 354 481,00;50503.1;1 866 057,00;319108.9;2371.2;2509.5; ;; 
2005Q2;2281911;5170.7;81338729;49176.8;443413;748164;16778576;39729;129881.4;42748.5;63511;374087.6;39915.2;7410.5;568040;242441.3;822654;3279;2390378.1;300987;2114186.3;4479310;450026; ;8223844;163510.9;157883;78056;2410898;12438.4;3232051;139040;535557;41335;7517.4;349238;5658349;487412;131631000;235008;401054;2849.2;344037;261407.4;236421;235823700;63561;11074.5;5454103;151443;;;2897399.3;68508.2;3705.3;1300.3; ;76725.6; ;439122.2;1523.5;4223.2; ;7791.6;101 707,00; ;46566.1; ; ; ;130 900,00;130787.2;11126.6; ; ; ; ;170200.3;3750.5; ; ; ;18446.9;10 221,00;16272682.2;64550.4; ;20859.8;338 730,00;21 766,00;824924.3;; ; ;6054140.2;131 807,00;1456793.9;51193.3;1 828 806,00;477 965,00;2846.4;2823.2; ;; 
2005Q3;2394957;5570.8;86085969;51750.2;431808;710354;16739287;39272;131510.6;42115.5;64068.8;364279.3;39498.6;7383.2;578390;244647.8;828946;3596.4;2370817.1;322051;2090321.1;4804780;472308; ;8404112;186658.3;164230;75474;2393592;13115.3;3306451;134684;552859;40801;7457.3;368347;5804429;496195;130895300;226691;395802;2911;348400;277828.1;242931;242709800;79289.7;12995.6;6278329;147555;;;2880595.1;74 310,00;3 796,00;1382.1; ;78512.4; ;481509.7;1865.3;4964.7; ;11473.1;122 861,00; ;47703.1; ; ; ;133 500,00;133457.4;14187.9; ; ; ; ;174273.3;3 670,00; ; ; ;19881.4;10 646,00;15948549.7;60272.1; ;33740.9;363 813,00;25 065,00;817679.8;; ; ;6717922.2;141 736,00;1443454.3;53712.8;1 902 797,00;705 748,00;3707.6;3032.9; ;; 
2005Q4;2639803;5852.8;92290516;52588.3;455995;775596;18903385;42698;136690.6;44315.5;67058.3;406263.9;41779.5;8523.8;591340;273342.5;877665;3907.3;2521464.8;327957;2218670.5;5402480;483839; ;9591908;187518.3;165385;82206;2492871;13489.4;3389367;143414;582458;43730;7605.3;369833;6251746;540449;140027800;245907;416463.9;3050.6;358669;273208.3;260384;254878500;89071.6;13283.6;6689504;155864;;;3048900.2;68410.7;3811.4;1314.1; ;89421.8; ;540790.9;1807.3;4864.8; ;11904.8;128 780,00; ;53652.7; ; ; ;136 200,00;134856.2;13094.8; ; ; ; ;183164.2;3929.1; ; ; ;20381.1;10781.9;18917977.1;65289.7; ;28657.4;381 799,00;28 847,00;904974.6;; ; ;6991956.9;143 497,00;1662553.1;57313.8;2 016 749,00;740 059,00;3597.3;3255.4; ;; 
2006Q1;2727255;5034.3;86559907;50093.1;452763;745581;19445935;41239;133806;45259.5;63094.8;364826.2;38978.3;8254.2;574770;244896.2;806785;3591;2410420.3;351824;2131427.5;4707890;479550; ;10069330;162557;168416;78167;2525107;12466.1;3333266;142446;554270;40791;7027.5;355187;5317651;549706;131555500;238368;399593.9;3022.9;366508;286125.8;241586;236667500;64667.2;10709.3;6222165;160891;;;2 944 382,00;67567.3;3 759,00;1236.3;370.2;72877.5; ;465662.8;1614.3;4209.1; ;7824.8;106 348,00; ;51 196,00;401 000,00;1331.7; ;153 500,00;139951.5;14001.8; ; ; ; ;189782.9;3726.1; ; ; ;21683.2;11312.6;17863948.3;66013.6; ;19459.1;355 347,00;26 675,00;671623.2;; ; ;7 151 906,00;141 337,00;1496799.4;55792.4;2 114 529,00;357200.3;3468.2;2 835,00; ;; 
2006Q2;2760053;5880.7;90316543;53992.3;462845;795052;20692396;41258;137708.4;45955.2;66380.6;388842.8;41924.6;8539.4;586070;256604.7;876087;4130.6;2518021;362661;2217603.5;5267330;500492; ;9356423;194686.2;173286;81604;2689417;13921.1;3460990;147405;581977;43085;8011;371292;6089051;536481;131960200;254165;427484.2;3361.4;359256;301129.4;253535;246819200;78622.6;12555.6;6839899;181997;;;3040222.3;74398.2;4021.8;1364.3;543.1;85148.8; ;529969.5;1861.9;4820.9; ;9453.1;126 319,00; ;52 946,00;452 000,00;1366.7; ;147 400,00;143142.1;13209.8; ; ; ; ;190582.5;3910.1; ; ; ;22293.9;11727.2;18370235.8;74662.8; ;23702.3;357 109,00;27 387,00;1150052.7;; ; ;7141089.4;146 841,00;1626436.7;57286.5;2 046 561,00;590237.5;4132.8;3356.4; ;; 
2006Q3;2888257;6450.4;98870351;55923.2;452271;755494;20096590;40640;139960.6;46323.8;67499.3;379197.6;41042.3;8243.7;600940;264324.1;900400;4547.4;2503997.4;363122;2199107.7;5606470;534800; ;9866323;218698.7;172498;79178;2675871;14678.9;3463694;142476;617848;42828;8124.7;386362;6296341;546616;130219400;245044;421474.2;3500.9;369794;318349;262726;255259100;93855;14989.1;7814936;182325;;;3047885.1;80488.2;4 098,00;1 447,00;712.7;85150.5; ;563048.4;2255.2;5 583,00; ;13579.4;152 406,00; ;55 130,00;479 000,00;1400.3; ;153 300,00;143644.9;16 216,00; ; ; ; ;195677.3;3974.3; ; ; ;24076.1;11941.7;18363233.1;71844.4; ;38007.1;382 405,00;28 734,00;1025419.9;; ; ;7613846.7;155 190,00;1588797.2;59703.4;2 074 688,00;859153.7;5790.1;3626.6; ;; 
2006Q4;3237755;6687.9;105857199;57852.9;480271;825541;21845299;45832;144963.8;47377.8;70849.7;419820.2;44315.3;9137.7;623300;303606.4;947609;4931;2679997.4;333884;2345049.3;6362160;542752; ;11194324;219815.1;172642;86202;2740544;15295.3;3557633;152219;655355;46193;8307.2;383763;6649866;583513;141435100;266246;433707.9;3683.8;375161;320111.8;281186;266855700;105617.8;15354.5;8034575;190692;;;3237280.2;74461.1;4121.3;1355.4;543.7;91663.4; ;622353.9;2195.4;5444.2; ;13 897,00;159 080,00; ;63 599,00;499 000,00;1511.7; ;163 500,00;150605.5;15679.2; ; ; ; ;208293.8;4389.4; ; ; ;23694.6;11820.5;21084240.6;75192.6; ;32631.6;408 491,00;35 542,00;1180462.7;; ; ;7942303.9;153 415,00;1838383.7;63376.5;2 164 877,00;849598.3;5355.1;3971.9; ;; 
2007Q1;3315961;6023.8;99635320;52830.7;475060;797633;22192952;44274;142465.1;49614.6;66697.9;382038;41452.9;9106.2;607990;272905.4;891834;4891;2567338.1;347753;2259833;5715930;557506; ;11780552;191185;174981;82909;2730998;14292.2;3482006;151680;631423;43772;7866.5;371449;5798470;567111;133646300;256341;416068.6;3708.3;383729;325794.1;264636;252586300;78903.6;13043.7;7282589;193597;;;3139632.3;74105.1;4110.2;1353.3;468;80 430,00; ;547069.1;1991.8;4837.2; ;9729.9;139 444,00; ;58 348,00;506 000,00;1590.8; ;185 900,00;149312.1;15733.6; ;29237.3; ;348680.2;216239.1;3915.4; ; ; ;24083.6;11972.1;20904041.4;73353.8; ;23002.9;381 839,00;33 146,00;803696.4;; ; ;8242663.3;150 201,00;1651799.3;63 562,00;2 258 185,00;422193.7;5801.5;3413.6; ;; 
2007Q2;3325538;7168.8;101174656;58358.9;485178;844720;22764796;44695;146960.2;49427.8;70832.7;403116.1;44102.6;9639.1;614050;285685.6;956899;5599.2;2672830.9;374122;2340896.5;6478160;571948; ;11068238;214335.1;180926;86740;2871620;15490.5;3613882;155664;670655;46852;8909.2;391488;6358190;564830;133678700;272717;431811.7;4118.4;376957;346028;279135;268345300;97253.3;14769.1;8343035;226088;;;3228231.9;81628.7;4389.8;1450.3;629.1;90933.7; ;611229.4;2275.7;5421.2; ;11 801,00;166 869,00; ;61 186,00;547 000,00;1611.7; ;183 100,00;151846.2;15774.3; ;30 820,00; ;358266.3;214751.9;4214.7; ; ; ;24831.2;12 483,00;21243663.7;80625.6; ;29 674,00;386 249,00;35 057,00;1 353 700,00;; ; ;8237931.6;159 894,00;1783015.4;66 974,00;2 187 394,00;682543.3;6 795,00;4082.8; ;; 
2007Q3;3449467;7826.8;109667871;59929;477230;798288;21676902;44687;149045.6;48112.7;71132.2;394741.7;43657.4;9097.8;630140;290508.5;983203;6029.1;2660313.3;393357;2321765.1;6948210;599258; ;11307222;239214.2;187593;83630;2879667;16524.4;3637993;150806;691846;46220;9143.1;409243;6549539;573786;131291600;260915;432688.9;4194.3;388380;355749.6;284517;275865800;115153.7;17544.3;9562363;228526;;;3231363.2;87752.5;4490.2;1546.4;917.6;97015.4; ;645511.5;2737.2;6257.6; ;15 498,00;199 535,00; ;64 326,00;574 000,00;1735.3; ;183 400,00;154723.7;18514.2; ;29410.3; ;363055.6;219239.7;4250.9; ; ; ;26975.7;12 923,00;22425144.3;80689.1; ;47107.5;423 798,00;37 436,00;1275352.1;; ; ;8789884.8;171 925,00;1736723.9;70005.2;2 236 015,00;1028875.7;7590.2;4 531,00; ;; 
2007Q4;3798086;7991.9;118028153;61575.9;503893;879637;24068253;49568;153971.4;49914.4;75315.2;434944.1;46270.5;9798.7;647370;338408.6;1027597;6184.6;2838313.4;443596;2464338.7;7866930;617939; ;12985856;242980.1;192515;90340;3021790;16856.1;3740350;161020;726339;50228;9154.7;405481;7043198;644446;140665000;285566;458276;4380.3;397019;359379.6;304433;292862800;134380.5;18097.8;10522931;248770;;;3398803.6;81 297,00;4521.3;1440.2;674.4;104 510,00; ;719685.5;2711.8;6031.8; ;16400.7;214 883,00; ;71 350,00;599 000,00;1988.7; ;192 400,00;160 368,00;17130.5; ;32506.2; ;388414.4;235401.2;4630.9; ; ; ;27118.6;13629.6;25293199.4;85024.5; ;42113.3;458 870,00;41 744,00;1523898.6;; ; ;9731740.1;183 320,00;2026706.3;72156.4;2 394 713,00;1015670.7;8173.8;4966.4; ;; 
2008Q1;3870421;7158.6;110985573;55877.2;495329;827897;24211679;47724;150260.7;48181.8;69990.9;393854.8;43011.1;9961;626240;302030.8;938367;5772.5;2685733.3;492351;2348058.7;6937360;620116;1207305400;13639332;219835;189964;85776;2945529;16232.7;3657487;159551;712055;46289;8626;389660;6332776;626593;132848600;267967;432763.4;3899.6;404144;357931.2;284804;271693800;101049.3;14896.1;9535424;258089;;;3218759.5;80150.1;4 518,00;1442.3;547.2;90084.5;237900.6;645890.7;2627.6;5604.7; ;11655.3;191 459,00; ;67 053,00;608 000,00;2066.2; ;223 500,00;167 053,00;17484.8; ;32663.1; ;396 428,00;245423.5;4203.4; ; ; ;28370.8;14505.9;25768577.6;81917.2; ;28631.7;418 762,00;42 077,00;1173886.3;; ; ; ;182 202,00;1795698.8;68713.8;2 448 505,00;509579.1;9035.3;4195.4; ;; 
2008Q2;3964944;8474;113437605;60744.8;504245;883491;23931421;46831;155078;47175.3;74452.1;415963.4;45223.8;10168.6;637830;311056.7;1022711;6246.9;2806074.4;557570;2434855.1;7871180;645386;1332933300;13101951;251530.4;193173;89999;3180265;17216.7;3715835;164065;769525;49424;9847.9;411697;6857663;656395;131383400;285050;456651.8;4413.3;394617;389128.1;304824;289566500;125089.2;17508.6;10996864;303471;;;3302686.3;88756.7;4820.7;1538.8;775.9;100492.3;278906.8;721132.6;3094.3;6214.3; ;13971.9;236 033,00; ;68 729,00;687 000,00;2113.2; ;230 400,00;169582.1;17286.9; ;31863.4; ;425 140,00;243759.4;4510.6; ; ; ;31481.6;15788.9;26585539.3;91528.4; ;38459.1;409 388,00;43 073,00;1763565.7;; ; ; ;195 021,00;2020177.4;68444.9;2 445 108,00;784606.9;10356.8;4944.7; ;; 
2008Q3;4045960;8732.4;123681092;63078.4;489040;830417;21940153;44980;156277.5;46873.2;73807.7;401961.2;44782.4;9759.2;641490;314013.4;1046195;6388;2765893.9;535506;2384994;8246010;674475;1460941900;13423438;270738.8;197046;85932;3121195;17887.8;3698182;158554;812603;48386;9863.4;442410;6772421;652782;128169200;269860;454311.6;4238.1;395006;405323.4;315485;295242900;149415;20276.4;12397231;295923;;;3261634.1;94984.5;4900.7;1649.2;1007.1;106461.3;275710.7;745348.3;3846.7;7098.1; ;18056.4;276 451,00; ;71 246,00;750 000,00;2224.8; ;273 400,00;176934.7;20148.8; ;34851.9; ;423559.3;246136.1;4560.2; ; ; ;32758.8;16213.5;26165341.9;90974.8; ;62299.4;436 152,00;41 143,00;1794679.7;; ; ; ;205 404,00;1998449.1;70075.9;2 464 337,00;1249441.1;11011.2;4 751,00; ;; 
2008Q4;4327650;8295;128449731;62290;503766;870448;23770856;49915;156080.3;45052.7;75511.2;425920.1;46085.4;10120.8;640930;358469.8;1035587;6120.4;2827582.8;363811;2452256.4;8869900;671654;1413661300;14397150;260652.4;197378;90035;3106856;17253.4;3698360;165028;815620;50166;9588.5;413274;7295483;671321;135422600;286664;457743.1;4067;395492;437242.5;330602;297713400;164281.1;20109.3;11405651;292163;;;3 298 059,00;85 266,00;4770.2;1575.8;773.2;117851.9;288157.9;796073.1;3410.5;6602.2; ;19237.9;244 113,00; ;77 226,00;788 000,00;2742.9; ;249 500,00;175273.2;19800.4; ;35320.1; ;416515.4;262120.8;4712.6; ; ; ;28082.6;15254.4;28716285.8;91229.4; ;55623.4;443 186,00;41 467,00;1823437.7;; ; ; ;187 321,00;2235875.3;66 707,00;2 348 982,00;1024600.5;9733.9;5183.8; ;; 
2009Q1;4247957;6385.9;116937460;53386;479620;805752;23201799;47681;147404.6;43365.2;68570.7;374444.1;41339.7;9439.9;594030;321110.2;937723;4722.5;2547419.9;352014;2249693.5;7397920;666642;1395989300;14395635;212877.6;198266;83524;2913764;14998.6;3522117;156165;756127;43733;8473.7;375035;6027082;598015;121198800;258309;420756.9;3453.7;387707;379749.3;302614;278108800;101545.8;15472.6;8952170;278077;;;2973668.7;76 491,00;4481.6;1464.5;571.8;92764.5;255422.3;687504.1;2918.4;5675.4; ;11527.8;189 028,00; ;68 065,00;786 000,00;2918.4; ;251 700,00;178 307,00;16 596,00; ;33676.3; ;416 702,00;260136.6;4 226,00; ; ; ;29103.6;15 022,00;26455368.6;83133.9; ;33 859,00;389 033,00;40 110,00;1101956.6;;1153632.5; ; ;165 315,00;1899599.7;64780.7;2 359 120,00;493759.4;6964.8;3 971,00; ;;422.6
2009Q2;4220862;7056.3;120503403;60220.5;484218;857795;23582326;46823;150257.8;43067.3;71443.6;392676;44018.3;9670.2;597350;330450;992356;4889.7;2631223.5;386801;2309770.9;8386580;690134;1479734500;14076469;242954.2;205399;86426;2985591;15867.5;3598010;157462;803577;45599;9263.1;382727;6576330;591108;122759800;272044;426599.6;3607.7;379400;395710.9;311767;297889500;124474.8;18196.8;9929805;312866;;;3062865.5;84671.5;4693.8;1550.3;700.1;102852.6;308661.5;755159.8;3301.1;6164.1; ;13416.4;214 103,00; ;70 298,00;774 000,00;2872.2; ;267 600,00;182066.4;18731.6; ;33590.1; ;427587.9;256267.5;4 435,00; ; ; ;30558.9;15588.9;26710730.8;90 171,00; ;43691.9;396 706,00;38 943,00;1708257.8;;1116903.3; ; ;169 790,00;2075280.6;68325.9;2 342 864,00;659326.8;8431.6;4275.2; ;;401.4
2009Q3;4369391;6815.8;128282087;61255.1;473282;807501;23199391;46214;152825.2;42166.3;72195.7;388721;44199.3;9548.9;618740;337326.1;994134;4677.4;2631680.9;422833;2297321.2;8984690;716075;1571636000;14715110;273700;207999;84648;3049447;16750.5;3623204;151694;852843;44911;9287;407002;6625153;600705;120874300;260550;429248.4;3471.9;388668;427553.5;313646;309041300;142724.8;19592.6;11182740;317434;;;3077698.7;89110.2;4720.7;1 652,00;983.8;105202.9;289559.4;783780.6;4162.1;6715.3; ;17087.4;250 306,00; ;72 416,00;809 000,00;2872.3; ;311 100,00;181560.7;18 472,00; ;34456.5; ;430197.4;268871.8;4313.6; ; ; ;30249.8;15 780,00;27195121.2;90997.2; ;61911.2;421 283,00;42 734,00;1747017.6;;1228316.6; ; ;182 766,00;2036219.2;72667.9;2 395 559,00;980348.1;9922.3;4590.4; ;;417.9
2009Q4;4787938;6639.1;135851049;62672.7;499307;870119;26702841;51148;156889.7;40920.9;75834.1;421414.9;45859.2;10391.7;635610;383138.2;1030107;4710.4;2777226.6;447468;2415539.9;10082580;721378;1564015200;16708139;276840.8;206071;91875;3213962;16479;3734738;159521;920492;47504;9231;406570;7301311;638653;130105500;278420;445537.5;3598.6;392738;423377;334581;320308200;162149;19919.5;11617843;339553;;;3211384.5;83059.8;4779.3;1592.8;738.2;113801.9;290294.2;825 691,00;3827.5;6243.6; ;18398.2;259 908,00; ;80 977,00;855 000,00;2870.4; ;293 400,00;190515.4;19662.8; ;34156.1; ;461553.8;280055.1;4 627,00; ; ; ;31814.4;16128.8;30 600 942,00;100117.7; ;61760.8;452 223,00;49 680,00;2033405.2;;1336440.4; ; ;194 986,00;2379321.9;76 620,00;2 561 113,00;1008216.7;10282.8;5149.3; ;;437.7
2010Q1;4900625;6285.1;126850226;54252.1;487236;841027;25865237;50122;152167.8;41653.9;69190.2;377699.1;43022.7;10146.4;616590;331407;923738;4105.9;2613149.4;481074;2286810.6;8750130;715442;1603771900;18148170;241906.4;210042;86559;3195796;15798.8;3602418;155314;886397;43722;8327.2;391696;6060781;636514;123627100;257598;430538.1;3306.7;398648;402861;314513;307737900;101618.3;14929.7;10736373;354714;;;3062286.7;75 882,00;4621.5;1608.8;626.2;98695.7;271334.6;707314.3;3290.8;5751.3;819.4;17618.5;217 074,00; ;71 213,00;853 000,00;2628.5; ;292 400,00;185813.2;19617.6; ;34488.9;12 790 378,00;471248.3;284786.2;4376.3; ; ; ;30 795,00;16762.6;31067644.3;93178.1; ;42 032,00;422 783,00;48 653,00;1674571.5;;1424043.5; ; ;196 650,00;2 151 614,00;78509.5;2 750 665,00;544363.5;9629.5;4 445,00; ;;413.6
2010Q2;4784940;7123.6;131061985;56557.1;499567;910641;27003164;49396;156370.3;41631.5;73490.4;403572.7;44982.7;10695.9;627500;350786;1012488;4489.7;2737870.1;476505;2380421.6;9934740;764970;1704509900;17137394;280563.1;219215;91498;3320574;16969.9;3755370;162424;944145;47415;9378.8;407594;6767706;634511;124552600;273434;454629.1;3665.1;396801;419111.2;340117;329481000;124446;18089.9;11790356;421517;;;3203294.8;82998.1;4864.8;1672.3;725.6;108116.8;326212.8;790 115,00;3922.9;6336.8;1063.1;20535.1;255 545,00; ;73 312,00;858 000,00;2805.6; ;309 700,00;191138.4;20914.5; ;34908.9;13 141 505,00;493931.6;278984.8;4582.7; ; ; ;34 356,00;17070.8;31653944.3;104980.5; ;45491.3;412 768,00;53 391,00;2582693.3;;1536582.1; ; ;199 372,00;2352846.6;82286.8;2 652 164,00;735781.2;10771.8;5265.6; ;;413.8
2010Q3;4853457;7340.5;137620105;56353.3;491844;870125;27574202;48298;158198.6;42677.2;74453.4;397904.2;45158.6;10340;651380;358179.7;1014980;4665.2;2738341.4;479784;2372560.1;10596370;777733;1786196600;17557997;320736.3;222630;88635;3336506;18134.7;3793867;156421;997935;46292;9328.6;430749;7026689;625458;125399400;261706;455756;3803.1;401555;431182.6;345155;334833600;144817;20337.8;12981985;428209;;;3220223.2;90 805,00;4951.2;1806.2;963.3;114552.5;313474.2;848722.1;5000.6;6752.2;1098.7;24 734,00;300 446,00; ;76 800,00;905 000,00;2893.8; ;364 300,00;191898.3;23106.9; ;34375.2;14 516 589,00;490700.1;285169.2;4499.2; ; ; ;34896.4;17429.4;30997647.5;105653.9; ;62221.8;456 830,00;56 870,00;2617758.1;;1612561.3; ; ;207 460,00;2269767.8;80873.9;2 656 614,00;1048796.7;10672.2;5 737,00; ;;445.7
2010Q4;5262988;7284.7;148527684;56961.5;516642;951788;31066008;53716;162588.5;41400.4;78762.6;432103.4;46446.8;11220.4;668930;406470.8;1041664;4827.2;2890944.8;543414;2493391.9;11930680;797468;1769654700;20094689;324458.7;225481;96448;3513501;17588.8;3897315;165028;1057370;50714;9329.3;436009;7641517;694996;131951500;279971;470002.3;3966.2;409023;427812.1;365259;350558700;157633.2;21520.3;14230962;457281;;;3366676.5;82537.7;4972.4;1728.5;810;115930.5;328 624,00;904429.9;4832.3;6524.7;1049.7;23387.8;306 281,00; ;86 631,00;955 000,00;3377.4; ;341 100,00;195181.3;23228.4; ;34795.5;15 020 878,00;527321.7;303796.3;4989.8; ; ; ;37828.1;18292.6;35270259.3;114331.3; ;70624.2;483 951,00;66 138,00;2881565.6;;1840481.7; ; ;217 953,00;2625222.4;85309.9;2 748 702,00;1131261.3;11391.5;6 374,00; ;;446.5
2011Q1;5286238;6914.7;142822204;48644;508572;896543;30099766;51932;156638.8;42375.5;73518.3;391696.2;42666.8;10893.7;659010;358866.8;942714;4307.1;2740511.9;598789;2380835.8;10446990;783165;1834355100;21692747;292851.2;227141;90847;3477394;16378.4;3764835;160242;1016531;47117;8786.5;417217;6291397;689930;122968600;258719;449741.7;3772.9;417202;416724.9;341053;328096000;110712.1;17331.9;13024800;472207;;;3228948.8;75944.5;4739.4;1651.4;624.4;103 633,00;296570.1;813421.1;4660.5;6052.3;921.9;20251.7;258 591,00; ;77 361,00;963 000,00;2488.4; ;316 200,00;197574.1;24 480,00; ;35205.3;14 686 114,00;535079.3;303848.8;4734.3; ; ; ;38214.3;18 923,00;35741568.2;106634.9; ;50690.9;463 467,00;62 729,00;2535278.2;;1726621.3; ; ;218 298,00;2351209.2;85918.5;2 960 302,00;612136.6;10751.8;5243.6;2648.3;;436.5
2011Q2;5223986;7987.3;148937032;51895.6;516387;956591;30133888;51713;160694.5;43264.7;77337.5;414766.6;44521.7;11055.6;660420;378064.9;1025544;4925.7;2839114.7;630449;2452956.3;11889590;826405;1928233000;20434963;338785.3;231129;94533;3593969;17826.3;3893028;165292;1086712;49810;9556.1;432644;6995901;675353;121144500;272481;466636.3;4216.4;407837;433322.8;366431;343678800;130016.9;20350.2;14434822;559281;;;3300948.1;85445.5;5017.7;1706.9;773.5;117240.8;327168.5;896190.3;6 462,00;6497.3;1177.6;23977.9;310 277,00; ;80 095,00;1 000 000,00;2555.3; ;349 500,00;197347.7;26640.7; ;37629.4;15 229 799,00;546 848,00;299 885,00;5164.8; ; ; ;41003.3;19728.1;34992275.6;115729.3; ;62279.4;456 607,00;71 264,00;3454541.4;;1721534.2; ; ;224 055,00;2544840.2;87 596,00;2 810 921,00;816107.8;12326.1;6199.3;2643.9;;431.2
2011Q3;5298975;8366.9;157422673;52043.4;504698;912548;29017725;51078;160075.4;43810.6;78092.6;408173.7;44229.5;10764;682290;387151.9;1029737;5170.7;2818883;631440;2435731.4;12656220;848167;2053745400;20294692;384630.8;238670;91288;3660433;18820.3;3927583;158947;1112334;49048;9424.5;461083;7299956;684644;122977200;259493;456525.5;4305.7;412074;464629.3;372659;349987000;154035.7;22229.4;15745584;562622;;;3288240.8;92389.4;4991.1;1819.9;1056.8;118947.4;324062.8;927488.5;8611.7;7073.8;1279.9;28830.9;368 488,00; ;82 274,00;1 074 000,00;3104.5; ;402 100,00;202111.2;27181.7; ;36808.8;16 368 914,00;540779.8;311657.2;5029.7; ; ; ;42897.2;19968.5;33353642.3;117867.8; ;88284.3;495 500,00;75 867,00;3629016.2;;1860004.9; ; ;231 335,00;2429057.4;87876.1;2 852 152,00;1146589.9;12721.1;6 811,00;2629.1;;448.9
2011Q4;5814326;8048.3;169841090;50725.2;528711;962223;32754711;56291;163791.6;42232.6;81180.2;434119.3;44678.2;11610.1;691840;441167.7;1064328;5360.3;2925406.1;656468;2527712.7;13801210;869310;2015392500;22448522;388660.3;241582;99300;3933780;18452;4014288;165878;1160805;52023;9291.4;463119;7962548;742756;130358600;273070;473950.1;4382.2;423028;450331.7;388167;367175400;164125.2;21212.9;16908795;584915;;;3418647.3;83792.4;5054.8;1746.4;810.1;124365.1;352822.7;975166.7;10990.3;6607.9;1176.4;25712.3;362 635,00; ;90 917,00;1 096 000,00;4 461,00; ;393 600,00;205574.2;28940.6; ;38280.7;17 428 532,00;587506.8;324936.2;5 355,00; ; ; ;44116.8;20657.1;37228313.7;124601.2; ;84734.5;518 856,00;84 487,00;3554927.5;;1910945.9; ; ;238 045,00;2819554.5;90 333,00;2 683 531,00;1203111.3;16 283,00;7224.8;2544.1;;446.4
2012Q1;5932622;7496.9;158957127;44662.3;518625;908850;31874888;53943;159056.4;43524.2;76233.6;388623.8;41291.7;11224.9;678510;377803.3;963681;4896.5;2765866;710786;2407202.5;11735760;847280;2061338300;24185111;335737.8;240668;93770;3853222;16966.6;3960259;160917;1129474;48804;8777.4;432807;6484781;759846;125560300;252313;457613.4;4098.2;427202;446616.9;358259;344574600;114039.3;17021.5;15182776;586390;;;3277571.6;75658.3;4706.6;1729.9;601.4;103983.7;298737.4;834412.4;10621.9;5809.7;958;21734.1;292 324,00; ;81 037,00;1 114 000,00;3013.6; ;379 400,00;203010.3;26947.3; ;38010.7;16 675 099,00;587845.9;323707.8;5171.6; ; ; ;42 785,00;21622.9;35947940.4;114285.2; ;55495.5;483 654,00;79 219,00;3192126.5;;2141869.6; ; ;234 956,00;2539542.4;90473.9;2 953 005,00;658957.8;12964.6;5737.9;2816.1;;421.7
