GEO/TIME;Costa Rica;Lithuania;Colombia;Greece;France;Sweden;Chile;New Zealand;Switzerland;Ireland;Austria;Italy;Portugal;Luxembourg;Germany (until 1990 former territory of the FRG);Poland;Czechia;Latvia;European Union - 27 countries (from 2020);Saudi Arabia;Euro area - 19 countries  (from 2015);China including Hong Kong;South Africa;Indonesia;India;Turkey;Israel;Belgium;Mexico;Slovakia;United States;Netherlands;Brazil;Finland;Slovenia;Canada;Hungary;Norway;Japan;Spain;Denmark;Estonia;United Kingdom;Iceland;Australia;South Korea;Romania;Bulgaria;Russia;Argentina;;;European Union - 28 countries (2013-2020);Croatia;Cyprus;Malta;Montenegro;North Macedonia;Albania;Serbia;Belarus;Bosnia and Herzegovina;Kosovo (under United Nations Security Council Resolution 1244/99);Moldova;Ukraine;Kenya;Mauritius;Rwanda;Seychelles;Algeria;Egypt;Morocco;Botswana;Namibia;Cabo Verde;Nigeria;Dominican Republic;Jamaica;El Salvador;Guatemala;Honduras;Nicaragua;Bolivia;Ecuador;Paraguay;Peru;Uruguay;Kyrgyzstan;Hong Kong;Macao;Mongolia;;Sri Lanka;Brunei Darussalam;Cambodia;Malaysia;Philippines;Singapore;Thailand;Armenia;Azerbaijan;Georgia;Palestine;;Samoa
2019Q2;9199292;12152.5;254697337;46049.9;610190;1297178;48648492;78373;181859.2;84701.2;98607.9;446162.6;53731.2;15632.7;852190;555227.7;1450836;7695.3;3487097.8;750500;2982688;24150260;1399517;3964074700;49424551;1030126.8;347702;120140;6101937;23608;5344896;207286;1828764;60577;12154.6;571837;11752210;873246;138543300;315507;584951;6948.8;545539;761879.3;499547;480845000;247420.9;29848.7;26567531;5373343;;;4 110 320,00;103760.5;5841.8;3505.7;1160.6;173218.9;447898.1;1337500.8;32 163,00;8718.1;1818.1;49758.5;932 459,00;2 602 471,00;124 221,00;2 346 000,00; ;5152980.1; ; ;45146.2; ; ; ; ; ;6 767,00;145184.5; ; ; ;27058.3;56836939.6; ;539 437,00; ;688 917,00;107 123,00; ;;3589587.5;4759.9; ; ;4865973.1;125 593,00;4 061 782,00;1484958.1;19926.8;11949.9;4177.5;;556.2
2019Q3;9226426;13044.1;270869390;49870.4;601044;1213808;47493502;77756;181627.4;93185.3;98908.2;446144.7;54451.1;15517.4;876750;569870.4;1482851;8091.1;3503011.7;755028;2991823.9;25104630;1423796;4067358000;48616524;1157445.9;358018;116108;6097772;24559.7;5398173;199768;1880632;59597;12512.4;601557;12232190;851138;136952800;305611;576718.4;7028.9;552691;798575.9;502859;488722200;289592.8;31972.4;28245508;5673569;;;4115215.5;115575.3;5969.2;3677.1;1646.5;177844.1;430793.3;1403347.1;36871.9;9457.3;1953.9;64410.4;1 111 962,00;2 574 732,00;123 165,00;2 356 000,00; ;5136890.4; ; ;45811.3; ; ; ; ; ;6 711,00;147656.2; ; ; ;27054.8;57318025.2; ;530844.5; ;713 819,00;105 766,00; ;;3828878.8;4248.7; ; ;4725892.4;125886.7;4 205 391,00;1822640.1;20491.6;13324.1;4300.5;;581.8
2019Q4;9884725;12862.8;287325492;45857.4;625482;1323150;51104712;85566;185888.4;92532.3;103838.7;477458;55115.6;16994.6;891790;640364;1522921;8059.4;3656818;782229;3106101.8;27679800;1454491;4018606200;51304116;1204550.9;365362;127196;6263205;24207.5;5512768;208559;1920422;62650;12530.9;598273;13189054;937252;144065000;324228;598182.7;7367;568911;797839.5;521907;499282000;319407.7;33293.4;29876416;6341508;;;4317218.8;102201.4;5808.6;3595.4;1252.9;183829.9;428220.4;1472665.4;36130.9;9135.7;1810.1;54967.2;1 112 771,00;2 609 032,00;133 618,00;2 460 000,00; ;5050446.8; ; ;43916.7; ; ; ; ; ;7089.7;154 940,00; ; ; ;27 080,00;63176695.7; ;576 623,00; ;739 214,00; ; ;;3836326.7;4815.5; ; ;5499920.5;128190.2;4 265 110,00;1993601.8;22786.8;13894.6;4441.5;;548.6
2020Q1;9801195;11373.8;258520474;40590.6;580843;1242160;50682354;82272;176329;93183.2;94599.6;403904.7;50682.8;15310.1;859810;559666.2;1370630;6748;3350284.7;694824;2870012.6;20524480;1408856;3922555100;51403367;1071223.3;353619;115430;6165807;21642.7;5224481;201819;1845561;58315;11348.5;543455;11102264;890310;137744100;289305;576548.2;6382.5;556936;698935.6;486352;459481400;218526.9;25842.8;24756714;6296648;;; ;93264.2;5 481,00;3368.6;916.4;159090.1;381614.5;1312505.4;32 356,00;8369.1;1497.3;43685.3;853 685,00;2 762 344,00;116 891,00;2 410 000,00; ;4752162.3; ; ;46066.4; ; ; ; ; ; ;150842.3; ; ; ;26321.8;62225555.2; ;555473.3; ;656 000,00; ; ;;3844079.3;4561.3; ; ;4445833.8;124043.3;4 137 097,00;1 268 125,00;18135.9;11105.9;4224.9;;550.4
2020Q2;8294505;11722.3;211868624;37885;523643;1218160;45727028;73137;168547.9;84561.8;88126;370320.5;45607.6;15067.5;774060;529595.7;1348661;6941.2;3070788.3;565586;2610014.5;24834770;1208499;3688592600;38734434;1037692.3;325448;104737;5038344;21533.9;4876877;191724;1722448;57677;10987.1;489978;10944907;789252;126263100;251187;561294.1;6335.8;474810;703622.9;469747;474083400;226621.5;27699.9;23661925;6045113;;; ;88332.2;5011.4;3 026,00;900.9;141609.6;394177.5;1280746.5;33634.2;8043.8;1594.3; ;874 618,00;2 629 666,00;84 189,00;2 177 000,00; ;4278753.3; ; ;36233.7; ; ; ; ; ; ;136584.9; ; ; ;23567.5;53732887.8; ;533833.6; ;630 053,00; ; ;;3007345.5;3968.1; ; ;4134663.4;105 613,00;3 479 970,00;1270767.7; ;10787.1; ;;496.7
2020Q3;8586135;13401;247911102;44490.9;583977;1199312;47226282;81225;178419.3;100959.8;96699.1;427329.8;51483.8;15928.5;853380;584354.2;1459792;7812.2;3405991.1;672367;2901145.9;26435570;1404540;3895540000;47218189;1413882.7;355394;113105;5853880;24577.8;5302337;198696;1888242;59074;12307.7;582003;12410859;822700;131014100;282149;584000.4;6829;530274;743242.4;485385;493519300;285444.6;32624;27580834;6962648;;; ;101328.5;5631.3;3308.4;1210.9;169 632,00;422959.5;1411462.9;40371.8;8992.8;1834.2; ;1 162 389,00;2 605 792,00; ;2 453 000,00; ;4618977.9; ; ;43641.8; ; ; ; ; ; ;149648.1; ; ; ;24166.8;58137046.6; ;545774.7; ;692 612,00; ; ;;4087148.5;3969.1; ; ;4202942.5;116862.4;3 919 056,00;1743270.4; ;13402.3; ;;497.1
2020Q4;9674436;13010;280418800;42360;614397;1327632;56708056;87506;182945.7;94163.6;99895.9;455405.7;52313.3;17915;880310;653040.4;1515304;7955.4;3572625.6;704852;3024412.4;29561880;1499180;3931329800;54485423;1524085;366945;123622;6299347;24324.9;5490052;207856;2011364;62929;12274.7;591328;13818333;908137;143134100;299307;607718.8;7287.3;551025;782664.6;527416;506068300;328333.1;33784.3;30967987;8177030;;; ;95 424,00;5494.2;3356.8;1157.4;185599.1;445325.7;1497501.5;40 644,00;8849.2;1845.8; ;1 301 172,00;2 755 190,00; ;2 572 000,00; ;4733906.4; ; ;45 100,00; ; ; ; ; ; ;162160.4; ; ; ; ;65819239.2; ; ; ;709 871,00; ; ;;4034422.2;4065.9; ; ;5155142.8;122401.7;4 070 340,00;1 899 501,00; ;13971.4; ;;518.9
2021Q1;9745365;11888.7;265279868;39760.8;600396;1261154;55678105;85887;176129;100518.6;91623.9;410822.8;48710.3;16796.5;848650;587350.7;1388198;6892.4;3372361.2;715368;2882932.7;24798500;1464221;3971159200;57571094;1390703.8;358030;118317;6273272;21818.8;5367754;202192;2065955;58069;11667.1;574132;11602575;921527;135134900;279732;578764.1;6684.1; ;727006.2;506542;480411900;228053.4;27015.2;26770985;9289526;;; ;93404.6;5397.9;3398.2;875.3;160521.5;413762.8;1364724.4;37050.9;8545.2;1581.6; ;1 008 562,00;2 900 153,00; ;2 588 000,00; ;5118024.2; ; ;46929.4; ; ; ; ; ; ;162 163,00; ; ; ; ;65247893.3; ; ; ;702 948,00; ; ;;4173777.4;4214.1; ; ;4 363 700,00;124478.5;4 043 375,00;1 284 657,00; ;11488.8; ;;510.3
2021Q2;9382355;13578.5;267393963;44064.2;614143;1362096;57767573;87859;184857.9;100631.4;100344.7;438186.1;52592.1;17785.4;866060;617032.3;1540914;8151.1;3555054.8;735470;3016053;28152800;1574931;4176422500;51482938;1585212.7;385186;125822;6553779;24077.7;5711844;217039;2140603;63168;13027.1;605224;13770129;951526;133926400;300089;620214.7;7396.2; ;786848;548944;510299900;275104.6;31178.1;30853087;11668080;;; ;105693.9;5806.3;3 557,00;1128.7;172333.4;502 696,00;1532313.6;41413.8;9058.5;1902.7; ;1 169 438,00;2 991 672,00; ;2 666 000,00; ;5445243.5; ; ;48 684,00; ; ; ; ; ; ;159646.6; ; ; ; ;64149188.4; ; ; ;678 475,00; ; ;;3626481.8;4663.4; ; ;4758902.6;125086.1;3 853 270,00;1576463.5; ;15515.9; ;;500.5
2021Q3;9858141;15070;304684756;51067.7;618705;1297413;60084705;82894;188165.8;114288.5;103928.1;446890;54329.6;18120.6;915370;647462.2;1574672;8856.1;3660119.5;820148;3105608.6;28991930;1561183;4325162300;56347037;1919314.4;392746;124627;6518765;25637.2;5822816;215421;2215185;63223;13358.7;650934;14088599;1024870;130932500;297498;619991.9;7893.7; ;845545.1;538718;524998800;321425;36133.1;33911193;11996800;;; ;123799.2;6071.1;3803.4;1583.2;182618.4;476152.6;1624455.4; ;9877.2;2206.8; ;1 498 359,00; ; ;2 746 000,00; ; ; ; ;49260.5; ; ; ; ; ; ;165688.6; ; ; ; ;64954158.2; ; ; ;734 947,00; ; ;;4 132 955,00; ; ; ;4609990.8; ;3 922 811,00;1900549.8; ;15997.1; ;;497.9
2021Q4;10919694;14845.9;339335749;47937.5;650373;1460600;67102884;93443;193682.4;106091;107473.7;479536.3;55645.5;20611;940540;751262.1;1616848;9022.9;3860405.1;854794;3250932;32423740;1605918;4498045200;63032790;2313809.6;419673;138184;6867164;25588.8;6121436;226067;2257747;68474;13967.1;665880;15795365;1246211;141909600;327744;677669.4;8686; ;873602.1;580087;541737100;357334.9;38418; ;13732830;;; ;108556.2;6077.5;3775.2;1324.4;207765.6;497668.2;1747220.6; ;9843.5;2125.5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ; ; ; ; ; ; ; ; ; ;; 
